label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,
NGC3275A,ESO 375-46 ,ANTLIA,15.1,spring,1,10.50166667,-35.3,Galaxy,,
NGC3258B, ,ANTLIA,15.2,spring,1,10.50666667,-34.43333333,Galaxy,,
NGC3271,IC 2585 ,ANTLIA,11.8,spring,2.8,10.50666667,-34.63333333,Galaxy,pF;S;E;pmbM;4th of 4,
NGC3273,ESO 375-49 ,ANTLIA,12.5,spring,1.6,10.50833333,-34.38333333,Galaxy,vF;vS;R;pslbM;4th of 4 ,
NGC3275,ESO 375-50 ,ANTLIA,11.8,spring,2.8,10.515,-35.26666667,Galaxy,F;L;vlE;pslbM ,
NGC3276,ESO 317-40 ,ANTLIA,13.4,spring,1,10.52,-38.05,Galaxy,F;S;*8 p ,
NGC3258C,ESO 375-53 ,ANTLIA,13.7,spring,1.1,10.52333333,-34.78333333,Galaxy,,
NGC3278,ESO 317-43 ,ANTLIA,12.3,spring,1.3,10.52666667,-38.05,Galaxy,F;S;R;D* nf,
NGC3258D,ESO 375-58 ,ANTLIA,13.2,spring,1.6,10.53166667,-34.58333333,Galaxy,,
NGC3281,ESO 375-55 ,ANTLIA,11.7,spring,3.2,10.53166667,-33.15,Galaxy,eF;pL;E;glbM ,
NGC3281B, ,ANTLIA,14.6,spring,0.7,10.53166667,-34.8,Galaxy,,
NGC3281A,ESO 375-59 ,ANTLIA,14.4,spring,1.2,10.53333333,-34.8,Galaxy,,
NGC3258E,ESO 375-60 ,ANTLIA,14.6,spring,1.5,10.54,-35,Galaxy,,
NGC3281C,ESO 375-63 ,ANTLIA,13.3,spring,1.4,10.55,-33.11666667,Galaxy,,
NGC3289,ESO 375-65 ,ANTLIA,12.5,spring,2.2,10.56833333,-34.68333333,Galaxy,eF;vS;R ,
NGC3281D,ESO 375-68 ,ANTLIA,14,spring,2,10.57166667,-33.6,Galaxy,,
NGC3302,ESO 437- 7 ,ANTLIA,12.5,spring,1.6,10.59666667,-31.63333333,Galaxy,eF;S;R,
NGC3333,ESO 376- 2 ,ANTLIA,13.2,spring,2.1,10.66333333,-35.96666667,Galaxy,eF;vS;mE;*15 att,
NGC3347A,ESO 376- 4 ,ANTLIA,12.8,spring,2,10.67166667,-35.58333333,Galaxy,,
NGC3347C,ESO 376- 5 ,ANTLIA,14.2,spring,1.4,10.68166667,-35.71666667,Galaxy,,
NGC3347B,ESO 376-10 ,ANTLIA,13.2,spring,3.2,10.7,-35.06666667,Galaxy,,
NGC3347,ESO 376-13 ,ANTLIA,11.3,spring,3.4,10.71333333,-35.65,Galaxy,pF;S;mE 0;vsvmbM;1st of 3,
NGC3354,ESO 376-14 ,ANTLIA,13.2,spring,0.8,10.71666667,-35.63333333,Galaxy,F;S;vlE;psbM;2nd of 3,
NGC3358,ESO 376-17 ,ANTLIA,11.4,spring,3.2,10.72666667,-35.58333333,Galaxy,cF;vS;vlE;vS* att;3rd of 3,
NGC3378,ESO 318-12 ,ANTLIA,12.8,spring,1.5,10.77833333,-39.98333333,Galaxy,cF;S;R;glbM,
NGC3449,ESO 376-25 ,ANTLIA,12.2,spring,3.3,10.88166667,-31.06666667,Galaxy,F;S;R;*6-7 sf ,
PK308-12.1,He2-105 ,APUS,13.4,summer,35s,14.25833333,-73.78333333,Planetary Nebula - ,,
NGC5612,ESO 22- 1 ,APUS,12.1,summer,1.9,14.56666667,-77.61666667,Galaxy,vF;E;gbM;r,
IC4499,GCL 30 ,APUS,10.1,summer,7.6,15.005,-81.78333333,Globular Clu. - ,Cl;vF;4' diam;3 F stars in neby? ,
NGC5799,ESO 67- 6 ,APUS,14.3,summer,1.3,15.09333333,-71.56666667,Galaxy,eF;S;R;bM ,
NGC5833,ESO 42- 3 ,APUS,12,summer,3.1,15.19833333,-71.13333333,Galaxy,F;cS;lE;glbM;am st ,
PK315-13.1,He2-131 ,APUS,11.8,summer,4.9s,15.62,-70.08333333,Planetary Nebula - ,,
NGC5967A,ESO 42- 9 ,APUS,13.3,summer,2,15.78333333,-74.21666667,Galaxy,,
NGC5967,ESO 42-10 ,APUS,12,summer,2.7,15.805,-74.33333333,Galaxy,F;pL;R;vgbM,
NGC6101,GCL 40 ,APUS,9.3,summer,10.7,16.43,-71.8,Globular Clu. - ,pF;L;iR;vgbM;*14, C 
NGC6151, ,APUS,99.9,summer,,16.64,-72.75,Asterism - ,vF;vS*9 nr,
NGC6209,ESO 43- 8 ,APUS,12.6,summer,2,16.91666667,-71.41666667,Galaxy,vF;pL;vgvlbM ,
NGC6392,ESO 70-12 ,APUS,12.5,summer,1.3,17.725,-68.21666667,Galaxy,cF;S;R;glbM;*13 sp ,
NGC6557,ESO 45- 1 ,APUS,13.9,summer,1.6,18.35666667,-75.41666667,Galaxy,vF;vS;R;glbM ,
PK29+0.1,Abell 48,AQUARIUS,18.7,autumn,42.0s,18.71333333,-2.783333333,Planetary Nebula - ,13'' 150X eF; pS; difficult ,
Berk79, ,AQUARIUS,99.9,autumn,10,18.74833333,-0.85,Open Cluster - 60,,
NGC6709,OCL 100,AQUARIUS,6.7,autumn,13,18.85833333,10.35,Open Cluster - 40,Cl;pRi;lC;iF ,
LDN582, ,AQUARIUS,79.9,autumn,60,18.87666667,-0.066666667,Dark Nebula - ,,
Berk80, ,AQUARIUS,99.9,autumn,4,18.905,-0.783333333,Open Cluster - 20,,
PK39+2.1,K3-17 ,AQUARIUS,14.8,autumn,15.0s,18.93833333,7.133333333,Planetary Nebula - ,,
PK43+3.1,M1-65 ,AQUARIUS,16.6,autumn,4.2s,18.94333333,10.86666667,Planetary Nebula - ,,
NGC6724, ,AQUARIUS,12,autumn,6.2,18.94666667,10.43333333,Open Cluster - ,Cl ,
LDN617, ,AQUARIUS,79.9,autumn,180,18.95833333,1.066666667,Dark Nebula - ,,
PK35-0.1,AP 2-1 ,AQUARIUS,16.7,autumn,33.0s,18.96833333,1.616666667,Bright Nebula - ,,
PK32-2.1,M1-66 ,AQUARIUS,13,autumn,10.0s,18.97333333,-0.933333333,Planetary Nebula - ,,
NGC6728, ,AQUARIUS,99.9,autumn,,19.00166667,-7.066666667,Asterism - ,Cl;vL;P ,
NGC6735,SAO 142915 ,AQUARIUS,99.9,autumn,8,19.01333333,0.466666667,Asterism - 30,Cl;vL;P;st12...,
NGC6738,OCL 101,AQUARIUS,8.3,autumn,15,19.02333333,11.6,Open Cluster - ,Cl;P;lC ,
B127,LDN 544,AQUARIUS,79.9,autumn,20,19.02666667,-4.566666667,Dark Nebula - ,,
Berk81, ,AQUARIUS,99.9,autumn,7,19.02833333,0.45,Open Cluster - 80,,
PK36-1.1,Sh2- 71 ,AQUARIUS,12.2,autumn,2.6,19.03333333,2.15,Planetary Nebula - ,13''-pF; pL; lBM; E 1.8X1 in PA 165; Finvl; use UHC ,
B129,LDN 549,AQUARIUS,79.9,autumn,5,19.035,-4.7,Dark Nebula - ,,
NGC6741,PK 33-2.1,AQUARIUS,12,autumn,9s,19.04333333,0.45,Planetary Nebula - ,Planetary;stellar ,
PK47+4.1,K3-21 ,AQUARIUS,17.6,autumn,7.1s,19.045,14.46666667,Planetary Nebula - ,,
Sh2-72, ,AQUARIUS,99.9,autumn,25,19.06333333,2.316666667,Bright Nebula - ,,
B132,LDN 567,AQUARIUS,79.9,autumn,16,19.06833333,-3.533333333,Dark Nebula - ,,
PK50+5.1,Abell 52,AQUARIUS,16.5,autumn,37s,19.075,17.96666667,Planetary Nebula - ,,
NGC6749,GCL 107 ,AQUARIUS,12.4,autumn,6.3,19.08833333,1.9,Globular Clu. - ,L;lC;st L&S,
NGC6751,PK 29-5.1,AQUARIUS,12,autumn,20s,19.09833333,-6,Planetary Nebula - ,pB;S ,
B133,LDN 531,AQUARIUS,79.9,autumn,10,19.10166667,-5.166666667,Dark Nebula - ,Seen in 11X80 finder; Noin 13''; DARK SPOT!,
PK40-0.1,Abell 53,AQUARIUS,16.9,autumn,30s,19.11333333,6.4,Planetary Nebula - ,,
B134,LDN 543,AQUARIUS,79.9,autumn,6,19.115,-5.766666667,Dark Nebula - ,,
B135,LDN 581,AQUARIUS,79.9,autumn,50,19.12333333,-2.083333333,Dark Nebula - ,6'' not very prominent on great night ,
Czernik39, ,AQUARIUS,99.9,autumn,6,19.12666667,4.3,Open Cluster - ,,
NGC6755,OCL 96,AQUARIUS,7.5,autumn,15,19.13,4.266666667,Open Cluster - 100,Cl;vL;vRi;pC;*12...14, H 
NGC6756,OCL 99,AQUARIUS,10.6,autumn,4,19.145,4.7,Open Cluster - 40,Cl;S;Ri;lC;*11...12 , H 
PK33-5.1,Abell 55,AQUARIUS,15.4,autumn,47s,19.175,-1.65,Planetary Nebula - ,,
NGC6760,GCL 109 ,AQUARIUS,9.1,autumn,2.4,19.18666667,1.033333333,Globular Clu. - ,pB;pL;vglbM (Auw. 44),
Berk82, ,AQUARIUS,99.9,autumn,4,19.18833333,13.11666667,Open Cluster - 20,,
PK48+2.1,K3-24 ,AQUARIUS,18.2,autumn,6.2s,19.20166667,15.15,Planetary Nebula - ,,
PK32-6.1,K2-10 ,AQUARIUS,18.7,autumn,24s,19.21666667,-2.466666667,Planetary Nebula - ,,
PK37-3.2,Abell 56,AQUARIUS,15.5,autumn,3.3,19.21833333,2.883333333,Planetary Nebula - ,,
PK49+2.1,M4-12 ,AQUARIUS,18.6,autumn,30.0s,19.21833333,15.78333333,Planetary Nebula - ,,
PK39-2.1,M2-47 ,AQUARIUS,14.9,autumn,9.7s,19.22666667,4.633333333,Planetary Nebula - ,,
PK48+1.1,He2-429 ,AQUARIUS,16.3,autumn,4.4s,19.22666667,14.98333333,Planetary Nebula - ,,
PK38-3.2,M1-69 ,AQUARIUS,14,autumn,5s,19.23166667,3.633333333,Planetary Nebula - ,,
PK38-3.3,K2-11 ,AQUARIUS,13.6,autumn,13s,19.23833333,3.583333333,Planetary Nebula - ,,
NGC6772,PK 33-6.1,AQUARIUS,14,autumn,75s,19.24333333,-1.3,Planetary Nebula - ,vF;L;R;vvlBM;r ,
NGC6773, ,AQUARIUS,99.9,autumn,,19.25166667,4.883333333,Asterism - ,Cl;P;lC ,
Berk43, ,AQUARIUS,99.9,autumn,5,19.25833333,11.28333333,Open Cluster - 40,,
B137,LDN 618,AQUARIUS,79.9,autumn,180,19.26,0.216666667,Dark Nebula - ,,
B138,LDN 627,AQUARIUS,79.9,autumn,180,19.26666667,0.216666667,Dark Nebula - ,,
IC4846,PK 27-9.1,AQUARIUS,12,autumn,2s,19.275,-8.95,Planetary Nebula - ,stellar ,
NGC6775, ,AQUARIUS,99.9,autumn,,19.28166667,0.916666667,Asterism - 20,Cl;P;lC;st10...15 ,
B139,LDN 619,AQUARIUS,79.9,autumn,10,19.30166667,-0.533333333,Dark Nebula - ,,
PK37-5.1,Abell 58,AQUARIUS,18.8,autumn,44s,19.305,1.783333333,Planetary Nebula - ,,
NGC6778,PK 34-6.1,AQUARIUS,13.3,autumn,19s,19.30666667,-0.4,Planetary Nebula - ,S;E;Ill-defined disc,
NGC6785,PK 34-6.1,AQUARIUS,13.3,autumn,25s,19.30666667,-0.4,Planetary Nebula - ,eS;stellar,
NGC6781,PK 41-2.1,AQUARIUS,11.8,autumn,111s,19.30833333,6.533333333,Planetary Nebula - ,F;L;R;vsbM disc,B H 
PK26-11.1,Nassau 2,AQUARIUS,13.3,autumn,16.0s,19.31166667,-10.9,Planetary Nebula - ,,
Berk45, ,AQUARIUS,99.9,autumn,4,19.31833333,15.71666667,Open Cluster - 20,,
LDN673, ,AQUARIUS,79.9,autumn,55,19.34833333,11.26666667,Dark Nebula - ,6'' not much; mediocre contrast with background ,
PK43-3.1,M4-14 ,AQUARIUS,15,autumn,8.2s,19.35,7.616666667,Planetary Nebula - ,,
LDN684, ,AQUARIUS,79.9,autumn,50,19.36333333,12.43333333,Dark Nebula - ,,
NGC6790,PK 37-6.1,AQUARIUS,11.4,autumn,2s,19.38333333,1.516666667,Planetary Nebula - ,B;eS;stell=9.5m,
PK45-2.1,Vy 2-2 ,AQUARIUS,12.7,autumn,14.0s,19.40666667,9.9,Planetary Nebula - ,,
King25, ,AQUARIUS,99.9,autumn,5,19.40833333,13.7,Open Cluster - 40,,
Do35, ,AQUARIUS,99.9,autumn,7,19.42333333,11.66666667,Open Cluster - 10,,
NGC6795, ,AQUARIUS,99.9,autumn,,19.43833333,3.516666667,Asterism - ,Cl;Ri;bet 2*9 ,
PK31-10.1,M3-34 ,AQUARIUS,12.4,autumn,6s,19.45166667,-5.416666667,Planetary Nebula - ,13''-vF; S; R; nBM at 150X; light green tiny disk ,
PK46-3.1,Peimbert 9 ,AQUARIUS,14.8,autumn,12.0s,19.46333333,10.4,Planetary Nebula - ,,
PK48-2.1,Peimbert 10 ,AQUARIUS,14.5,autumn,10s,19.47,12.31666667,Planetary Nebula - ,,
King26, ,AQUARIUS,99.9,autumn,1,19.48333333,14.86666667,Open Cluster - 15,,
NGC6803,PK 46-4.1,AQUARIUS,11,autumn,4s,19.52166667,10.05,Planetary Nebula - ,stellar ,
NGC6804,PK 45-4.1,AQUARIUS,12.4,autumn,63s,19.52666667,9.233333333,Planetary Nebula - ,cB;S;iR;rrr,
PK47-4.1,Abell 62,AQUARIUS,14.8,autumn,2.6,19.555,10.61666667,Planetary Nebula - ,13''-eF;pS;E;nBM at 165X; 2 vF* invol ,
NGC6807,PK 42-6.1,AQUARIUS,13.8,autumn,2s,19.57666667,5.683333333,Planetary Nebula - ,stellar ,
B336,LDN 702,AQUARIUS,79.9,autumn,2,19.61166667,12.33333333,Dark Nebula - ,,
B334,LDN 701,AQUARIUS,79.9,autumn,40,19.61333333,12.45,Dark Nebula - ,,
B335,LDN 663,AQUARIUS,79.9,autumn,4,19.615,7.566666667,Dark Nebula - ,,
B337,LDN 705,AQUARIUS,79.9,autumn,3,19.61666667,12.38333333,Dark Nebula - ,,
Cr401, ,AQUARIUS,7,autumn,1,19.64,0.35,Open Cluster - ,,
PK52-2.2,Merrill 1-1 ,AQUARIUS,12.6,autumn,8.0s,19.65166667,15.93333333,Planetary Nebula - ,13''-pF;vS;R;BM at 165X; averted viz helps ,
B142,LDN 688,AQUARIUS,79.9,autumn,80,19.67833333,10.95,Dark Nebula - ,4''-The 'E' nebula; very prominent; west end no,
PK51-3.1,M1-73 ,AQUARIUS,13.7,autumn,5.4s,19.68666667,14.95,Planetary Nebula - ,,
B143,LDN 694,AQUARIUS,79.9,autumn,30,19.69166667,11,Dark Nebula - ,4'' dark curved arc in rich field ,
PK51-4.1,Ap 22 ,AQUARIUS,14.4,autumn,24s,19.7,13.85,Planetary Nebula - ,,
PK52-4.1,M1-74 ,AQUARIUS,12.9,autumn,9s,19.705,15.15,Planetary Nebula - ,,
NGC6814,MCG - 2-50- 1,AQUARIUS,11.2,autumn,3.5,19.71166667,-9.666666667,Galaxy,pF;pL;R;bM;r ,
NGC6821,MCG - 1-50- 2,AQUARIUS,13.1,autumn,1.3,19.74,-5.166666667,Galaxy,F;pL;R,
Pal11, ,AQUARIUS,9.8,autumn,10,19.755,-7.983333333,Globular Clu. - ,13''-F; pS; R; lBM; low surface brightness ,
NGC6828, ,AQUARIUS,99.9,autumn,,19.83833333,7.95,Asterism - ,Cl;P;lC ,
NGC6837,OCL 108,AQUARIUS,12,autumn,6,19.89166667,11.68333333,Open Cluster - ,Cl;S;P,
NGC6840, ,AQUARIUS,99.9,autumn,,19.92166667,12.13333333,Asterism - ,Cl;P;lC ,
NGC6843, ,AQUARIUS,99.9,autumn,,19.935,12.16666667,Asterism - ,Cl;S;P,
PK43-13.1,Abell 67,AQUARIUS,16,autumn,69s,19.97333333,3.05,Planetary Nebula - ,,
NGC6852,PK 42-14.1 ,AQUARIUS,11.4,autumn,28s,20.01166667,1.733333333,Planetary Nebula - ,F neb;am st,
NGC6858, ,AQUARIUS,99.9,autumn,,20.04833333,11.26666667,Asterism - ,Cl;cL;E;pRi;st13... ,
NGC6859, ,AQUARIUS,99.9,autumn,,20.06333333,0.45,3 Star - ,vS Cl;*10p1s;s1'29'',
NGC6863, ,AQUARIUS,99.9,autumn,,20.085,-2.483333333,8 Star - ,Cl;S;vmC;st19 ,
NGC6865, ,AQUARIUS,14.6,autumn,0.8,20.09833333,-8.966666667,Galaxy,F;S;E,
NGC6900,MCG 0-52- 1,AQUARIUS,14,autumn,1,20.36,-1.433333333,Galaxy,vF;S;R,
NGC6901,IC 1316 ,AQUARIUS,13.7,autumn,1.1,20.37333333,6.433333333,Galaxy,eF ,
NGC6906,UGC 11548,AQUARIUS,12.3,autumn,1.6,20.39333333,6.45,Galaxy,pF;pL;R ,
IC5006, ,AQUARIUS,12,autumn,,20.395,6.466666667,1 Star - ,*14m in F;vS;R neb ,
NGC6915,IRAS20251-0314,AQUARIUS,13.1,autumn,1.5,20.46333333,-2.916666667,Galaxy,pB;S;R,
NGC6922,UGC 11574,AQUARIUS,13.5,autumn,1.3,20.49833333,-1.8,Galaxy,vF;pL;R ,
PK38-25.1,Abell 70,AQUARIUS,14.3,autumn,44s,20.52666667,-6.916666667,Planetary Nebula - ,,
NGC6926,UGC 11588,AQUARIUS,12.4,autumn,2,20.55166667,-1.966666667,Galaxy,vF;pL;E176;p of 2 ,
NGC6929,MCG 0-52- 35,AQUARIUS,13.4,autumn,0.8,20.55666667,-1.966666667,Galaxy,vF;vS;sf of 2 ,
NGC6941,MCG - 1-52- 10,AQUARIUS,13.5,autumn,2,20.60666667,-3.383333333,Galaxy,eF;lE;lbM ,
NGC6945,MCG - 1-52- 15,AQUILA,13.5,summer,1.6,20.65,-3.033333333,Galaxy,pF;vS;R;mbM,
NGC6985,MCG - 2-53- 1,AQUILA,14.5,summer,1.5,20.75166667,-10.9,Galaxy,eF;vS;iR ,
MCG-02-53-003,Aquarius Dwarf,AQUILA,13.9,summer,2.2,20.78,-11.15,Galaxy,11''-eF; S; E 1.8X1; vlBM at 125X ,
NGC6959,ZwG 374. 13 ,AQUILA,13.7,summer,0.6,20.785,0.433333333,Galaxy,vF ,
NGC6961,ZwG 374. 14 ,AQUILA,13.7,summer,0.6,20.78666667,0.366666667,Galaxy,eF;vS,
NGC6962,UGC 11628,AQUILA,12.1,summer,2.9,20.78833333,0.316666667,Galaxy,cF;S;R;bM ,
NGC6963, ,AQUILA,99.9,summer,,20.78833333,0.516666667,2 Star - ,neb *13m ,
NGC6965,UGC 11630,AQUILA,14,summer,0.7,20.78833333,0.483333333,Galaxy,vF;vS,
NGC6964,UGC 11629,AQUILA,13,summer,1.7,20.79,0.3,Galaxy,F;vS;R;bM;*14 sf 0.5',
NGC6966, ,AQUILA,99.9,summer,,20.79,0.366666667,2 Star - ,eF;vS,
NGC6967,UGC 11630,AQUILA,13.1,summer,0.9,20.79333333,0.416666667,Galaxy,eF;vS;*10f50'' ,
NGC6968,MCG - 2-53- 6,AQUILA,14,summer,1.5,20.80833333,-7.633333333,Galaxy,F;S;R;gbM;F* inv,
NGC6973, ,AQUILA,99.9,summer,,20.86833333,-4.1,1 Star - ,vF;S;resolvable,
NGC6975,NGC 6976,AQUILA,15,summer,1.3,20.87333333,-4.233333333,Galaxy,vF;S;(=6976) ,
NGC6976,NGC 6975,AQUILA,14,summer,1.3,20.87333333,-4.233333333,Galaxy,eF;iR,
NGC6977,MCG - 1-53- 16,AQUILA,13.2,summer,1.3,20.875,-4.25,Galaxy,vF;S;iR ,
NGC6978,MCG - 1-53- 17,AQUILA,13.3,summer,1.5,20.87666667,-4.283333333,Galaxy,vF ,
NGC6980, ,AQUILA,99.9,summer,,20.88,-4.183333333,1 Star - ,vF;S;resolvable,
NGC6981,M 72 ,AQUILA,9.2,summer,5.9,20.89166667,-11.46666667,Globular Clu. - ,pB;pL;R;gmCM;rrr, M
NGC6994,M 73 ,AQUILA,9.7,summer,2.8,20.98333333,-11.36666667,Open Cluster - 4,Cl;eP;vlC;No neb, M
NGC7001,UGC 11663,AQUILA,12.9,summer,1.4,21.01833333,0.2,Galaxy,eF;S;E0 ,
NGC7005, ,AQUILA,99.9,summer,,21.03333333,-11.11666667,Asterism - ,Cl;S;P;(neb) ,
NGC7009,PK 37-34.1 ,AQUILA,8.3,summer,28s,21.07,-10.63333333,Planetary Nebula - ,!!! vB;S;elliptic ,BCH 
NGC7010,IC 5082 ,AQUILA,14,summer,1.9,21.07833333,-11.66666667,Galaxy,eF;pL;R;r ,
NGC7047,UGC 11712,AQUILA,13.4,summer,1.2,21.275,0.833333333,Galaxy,eF;vS;biN;pf ,
NGC7051,MCG - 2-54- 4,AQUILA,14,summer,1.4,21.33166667,-7.216666667,Galaxy,vF;R;gbM;** nr ,
NGC7065,MCG - 1-54- 17,AQUILA,15,summer,1.1,21.445,-7,Galaxy,vF;sbM,
NGC7065A,MCG - 1-54- 18,AQUILA,13.1,summer,1.5,21.45,-6.983333333,Galaxy,,
NGC7069,UGC 11747,AQUILA,13.4,summer,1.3,21.46833333,-0.35,Galaxy,vF;S;R;stell ,
NGC7077,UGC 11755,AQUILA,13.1,summer,0.8,21.5,2.416666667,Galaxy,F,
PK50-36.1,Abell 76,AQUILA,15.6,summer,0.2,21.50166667,-1.2,Galaxy,,
NGC7081,UGC 11759,AQUILA,12.7,summer,1.3,21.52333333,2.483333333,Galaxy,F;S;R;mbM;*14s ,
NGC7088, ,AQUILA,99.9,summer,,21.55666667,0.383333333,Non-existant - ,eF;eL;dif;E pf;n of M2 ,
NGC7089,M 2 ,AQUILA,6.5,summer,11.7,21.55833333,0.816666667,Globular Clu. - ,!!B;vL;gpmbM;rrr;st eS , M
NGC7108,NGC 7111,AQUILA,13.8,summer,1.4,21.69833333,-5.283333333,Galaxy,vF;S;R;stell ,
NGC7111,NGC 7108,AQUILA,15,summer,1.4,21.69833333,-5.283333333,Galaxy,eF;eS;R;bM,
NGC7120,MCG - 1-55- 6,AQUILA,15,summer,0.8,21.74333333,-5.483333333,Galaxy,vF;S;vlE ,
NGC7121,MCG - 1-55- 8,AQUILA,14,summer,1.1,21.74833333,-2.383333333,Galaxy,vF;vS;R;vlbM ,
NGC7164,ZwG 377. 6 ,AQUILA,14.2,summer,0.7,21.94,1.366666667,Galaxy,eF;R;4 vF st n ,
NGC7165,MCG - 3-56- 2,AQUILA,14,summer,0.9,21.99,-15.48333333,Galaxy,eF;bM *13 ,
NGC7167,ESO 532- 9 ,AQUILA,12.5,summer,1.7,22.00833333,-23.36666667,Galaxy,F;pS;R;vglbM;*10 f ,
NGC7171,MCG - 2-56- 5,AQUILA,12.2,summer,2.3,22.01666667,-12.73333333,Galaxy,vF;cL;E124;vgbM,
NGC7170,AM 2148-554 ,AQUILA,14.5,summer,1.2,22.02333333,-4.566666667,Galaxy,vF;pS;iR;bMN;D* p 36s,
NGC7181,ZwG 377. 14 ,AQUILA,14,summer,1,22.02833333,-0.033333333,Galaxy,eF;vS;stellar ,
NGC7182,MCG 0-56- 6,AQUILA,14.4,summer,0.9,22.03166667,-1.8,Galaxy,eF;vS;stellar ,
NGC7180,ESO 601- 6 ,AQUILA,12.6,summer,1.5,22.03833333,-19.45,Galaxy,vF;S;R;lbM;p of 2 ,
NGC7183,ESO 601- 8 ,AQUILA,11.9,summer,3.8,22.04,-17.08333333,Galaxy,vF;pL;E90;lbM ,
NGC7184,ESO 601- 9 ,AQUILA,10.9,summer,5.9,22.045,-19.18333333,Galaxy,pB;pL;mE64;bet 3*;er,
NGC7185,ESO 601-10 ,AQUILA,12.6,summer,2.3,22.04833333,-19.53333333,Galaxy,vF;pL;iR;vglbM;f of 2,
NGC7189,UGC 11882,AQUILA,13.5,summer,1,22.055,0.566666667,Galaxy,F;S;lE,
NGC7188,ESO 601-11 ,AQUILA,13.2,summer,1.6,22.05833333,-19.68333333,Galaxy,eF;pS;E;lbM,
NGC7198,MCG 0-56- 8,AQUILA,13.3,summer,1.5,22.08666667,0.65,Galaxy,eF;vS;stellar ,
NGC7211,NPM1G -08 602,AQUILA,14.5,summer,1,22.10666667,-7.916666667,Galaxy,eF;S;stellar ,
NGC7215,ZwG 377. 31 ,AQUILA,13.9,summer,1.1,22.14333333,0.516666667,Galaxy,vF;S;E,
NGC7218,MCG - 3-56- 8,AQUILA,12,summer,2.6,22.17,-15.33333333,Galaxy,pB;lE;r ,
NGC7222,UGC 11934,AQUILA,13.8,summer,1.2,22.18166667,2.1,Galaxy,vF;S ,
NGC7220,ESO 532-28 ,AQUILA,13.5,summer,0.9,22.19166667,-21.05,Galaxy,eF;vS;vlE;gbM;*10 n 3' ,
NGC7230,MCG - 3-56- 12,AQUILA,14,summer,0.9,22.23666667,-16.91666667,Galaxy,vF;S;R;bM ,
NGC7239,NPM1G -05 643,AQUILA,15.8,summer,1.1,22.25,-4.95,Galaxy,eF;vS,
NGC7246,IC 5198 ,AQUILA,15,summer,1.5,22.295,-14.43333333,Galaxy,vF;S;vlE;vgbM;*13 n ,
NGC7247,ESO 533- 8 ,AQUILA,12.6,summer,1.4,22.295,-22.26666667,Galaxy,pF;vS;R;lbM;B D* p 13s ,
NGC7251,MCG - 3-57- 2,AQUILA,13,summer,1.9,22.34166667,-14.23333333,Galaxy,F;pS;R;gpmbM ,
NGC7252,ESO 533-15 ,AQUILA,12.1,summer,2.1,22.345,-23.31666667,Galaxy,F;S;R;er ,
NGC7254,NGC 7256,AQUILA,13.9,summer,1.3,22.37666667,-20.26666667,Galaxy,vF;vS;R;*11 p 4.5' ,
NGC7256,NGC 7254,AQUILA,13.1,summer,1.3,22.37666667,-20.26666667,Galaxy,3F st in F neb ,
NGC7257,NGC 7260,AQUILA,13.7,summer,1.9,22.37666667,-3.883333333,Galaxy,F;vS;lE ,
NGC7260,NGC 7257,AQUILA,14,summer,1.9,22.37666667,-3.883333333,Galaxy,eF;pS;iR ,
NGC7255,MCG -03-57-006,AQUILA,14.8,summer,1.3,22.385,-14.45,Galaxy,eF;L;mE30;sbMN ,
NGC7266,MCG - 1-57- 6,AQUILA,15,summer,0.9,22.4,-3.933333333,Galaxy,F;vS;R;alm stellar ,
NGC7269,MCG - 2-57- 5,AQUILA,14,summer,1,22.43,-12.83333333,Galaxy,eF;pS;R;glbM ,
NGC7288,MCG - 1-57- 13,AQUILA,14.5,summer,2.3,22.47,-1.116666667,Galaxy,vF;eS;stellar ,
NGC7284,ESO 533-31 ,AQUILA,11.9,summer,2.3,22.47666667,-23.15,Galaxy,cF;cS;lE;r;D* inv ,
NGC7285,ESO 533-32 ,AQUILA,11.9,summer,2.4,22.47666667,-23.16666667,Galaxy,neb1' dist from NGC 7284 ,
NGC7287,ESO 602-20 ,AQUILA,15,summer,0.5,22.48,-21.8,Galaxy,eF;slightly nebs D* ,
NGC7293,PK 36-57.1 ,AQUILA,6.3,summer,960s,22.49333333,-19.16666667,Planetary Nebula - ,!;pF;vL;E or biN,BC 
NGC7301,ESO 602-23 ,AQUILA,13.2,summer,1,22.51,-16.43333333,Galaxy,vF;pS;lE;lbM ,
NGC7298,MCG - 2-57- 10,AQUILA,13.7,summer,1.3,22.51333333,-13.81666667,Galaxy,vF;pL;iR ,
NGC7300,MCG - 2-57- 11,AQUILA,12.9,summer,2.1,22.51666667,-14,Galaxy,vF;cS;E;vglbM ,
NGC7302,IC 5228 ,AQUILA,12.3,summer,2.1,22.54,-13.88333333,Galaxy,F;pS;R;vsbMSN ,
NGC7309,MCG - 2-57- 16,AQUILA,12.5,summer,2,22.57333333,-9.65,Galaxy,vF;pL;R;glbM;r ,
NGC7308,IC 1448 ,AQUILA,14,summer,1.2,22.575,-11.06666667,Galaxy,pB;vS;R ,
NGC7310,ESO 533-49 ,AQUILA,13.9,summer,0.9,22.57666667,-21.51666667,Galaxy,vF;pS;R;bMN,
NGC7341,ESO 534-11 ,AQUILA,12.4,summer,2.4,22.65166667,-21.33333333,Galaxy,pF;pS;E;lbM,
